model,risk_type,t_idx,mu,sigma,MR,MR0,DeltaMR
GBM,entl,0.2,0.0625,0.28750000000000003,-0.12087700370749345,-0.20372827073486532,0.08285126702737187
GBM,entl,0.2,0.0625,0.32500000000000007,-0.1773356714306217,-0.20372827073486532,0.02639259930424362
GBM,entl,0.2,0.0625,0.36250000000000004,0.01998091157558708,-0.20372827073486532,0.2237091823104524
GBM,entl,0.2,0.0625,0.4,-0.019041251202376562,-0.20372827073486532,0.18468701953248876
GBM,entl,0.2,0.06875,0.1,-0.42010644726500795,-0.20372827073486532,-0.21637817653014263
GBM,entl,0.2,0.06875,0.1375,-0.415683803202559,-0.20372827073486532,-0.21195553246769366
GBM,entl,0.2,0.06875,0.17500000000000002,-0.4175327910789887,-0.20372827073486532,-0.2138045203441234
GBM,entl,0.2,0.06875,0.21250000000000002,-0.33301103935929444,-0.20372827073486532,-0.1292827686244291
GBM,entl,0.2,0.06875,0.25,-0.2566960248057143,-0.20372827073486532,-0.05296775407084897
GBM,entl,0.2,0.06875,0.28750000000000003,-0.17296027020714932,-0.20372827073486532,0.030768000527716
GBM,entl,0.2,0.06875,0.32500000000000007,-0.22495655698782105,-0.20372827073486532,-0.021228286252955725
GBM,entl,0.2,0.06875,0.36250000000000004,-0.2130486272805923,-0.20372827073486532,-0.009320356545726965
GBM,entl,0.2,0.06875,0.4,-0.12141053631919442,-0.20372827073486532,0.0823177344156709
GBM,entl,0.2,0.075,0.1,-0.5158777711850876,-0.20372827073486532,-0.3121495004502223
GBM,entl,0.2,0.075,0.1375,-0.41205297020851567,-0.20372827073486532,-0.20832469947365034
GBM,entl,0.2,0.075,0.17500000000000002,-0.34327830587219155,-0.20372827073486532,-0.13955003513732622
GBM,entl,0.2,0.075,0.21250000000000002,-0.41555028173385594,-0.20372827073486532,-0.21182201099899062
GBM,entl,0.2,0.075,0.25,-0.2951303442707511,-0.20372827073486532,-0.09140207353588575
GBM,entl,0.2,0.075,0.28750000000000003,-0.25156311052638214,-0.20372827073486532,-0.047834839791516814
GBM,entl,0.2,0.075,0.32500000000000007,-0.1482583410663028,-0.20372827073486532,0.05546992966856251
GBM,entl,0.2,0.075,0.36250000000000004,-0.32180055255623496,-0.20372827073486532,-0.11807228182136964
GBM,entl,0.2,0.075,0.4,-0.17185749269046152,-0.20372827073486532,0.0318707780444038
