model,risk_type,t_idx,param_name,param_value,MR,MR0,DeltaMR
GBM,entw,0.2,gamma,0.1,0.002215661764748744,0.0022584803417013966,-4.281857695265234e-05
GBM,entw,0.2,gamma,0.2357142857142857,0.002222017854430658,0.0022584803417013966,-3.646248727073864e-05
GBM,entw,0.2,gamma,0.37142857142857144,0.002228409295906175,0.0022584803417013966,-3.007104579522135e-05
GBM,entw,0.2,gamma,0.5071428571428571,0.002234836349934044,0.0022584803417013966,-2.3643991767352546e-05
GBM,entw,0.2,gamma,0.6428571428571428,0.0022412992784683894,0.0022584803417013966,-1.7181063233007166e-05
GBM,entw,0.2,gamma,0.7785714285714285,0.0022477983446278493,0.0022584803417013966,-1.0681997073547222e-05
GBM,entw,0.2,gamma,0.9142857142857143,0.002254333810993492,0.0022584803417013966,-4.1465307079047165e-06
GBM,entw,0.2,gamma,1.05,0.0022609059323834835,0.0022584803417013966,2.42559068208692e-06
GBM,entw,0.2,gamma,1.1857142857142857,0.002267514986536101,0.0022584803417013966,9.034644834704508e-06
GBM,entw,0.2,gamma,1.3214285714285714,0.0022741612391529165,0.0022584803417013966,1.5680897451519904e-05
GBM,entw,0.2,gamma,1.457142857142857,0.0022808449606696035,0.0022584803417013966,2.2364618968206962e-05
GBM,entw,0.2,gamma,1.5928571428571427,0.0022875664168757748,0.0022584803417013966,2.9086075174378223e-05
GBM,entw,0.2,gamma,1.7285714285714286,0.0022943258801356725,0.0022584803417013966,3.584553843427596e-05
GBM,entw,0.2,gamma,1.8642857142857143,0.0023011236221046616,0.0022584803417013966,4.264328040326504e-05
GBM,entw,0.2,gamma,2.0,0.0023079599142965534,0.0022584803417013966,4.9479572595156895e-05
