model,risk_type,t,K,moneyness,MR
GBM,entl,0.0,8.0,1.25,-0.6322228083511904
GBM,entl,0.05,8.0,1.25,-0.5967522323443534
GBM,entl,0.1,8.0,1.25,-0.5591190476876933
GBM,entl,0.15000000000000002,8.0,1.25,-0.5246610526323716
GBM,entl,0.2,8.0,1.25,-0.4877337629142517
GBM,entl,0.25,8.0,1.25,-0.45198217553245357
GBM,entl,0.30000000000000004,8.0,1.25,-0.4193121870425493
GBM,entl,0.35000000000000003,8.0,1.25,-0.38380238922181426
GBM,entl,0.4,8.0,1.25,-0.3520992708269418
GBM,entl,0.45,8.0,1.25,-0.32030712569264075
GBM,entl,0.5,8.0,1.25,-0.28749202889593106
GBM,entl,0.55,8.0,1.25,-0.25837419829303165
GBM,entl,0.6000000000000001,8.0,1.25,-0.2273563594074308
GBM,entl,0.65,8.0,1.25,-0.1982659584354255
GBM,entl,0.7000000000000001,8.0,1.25,-0.16755337380610696
GBM,entl,0.75,8.0,1.25,-0.13923617390680113
GBM,entl,0.8,8.0,1.25,-0.1134414876555002
GBM,entl,0.8500000000000001,8.0,1.25,-0.08221369042337241
GBM,entl,0.9,8.0,1.25,-0.0560577061821528
GBM,entl,0.9500000000000001,8.0,1.25,-0.02695662914818471
GBM,entl,1.0,8.0,1.25,0.0
GBM,entl,0.0,8.4,1.1904761904761905,-0.6033373946868036
GBM,entl,0.05,8.4,1.1904761904761905,-0.5695076089276525
GBM,entl,0.1,8.4,1.1904761904761905,-0.5336853361161168
GBM,entl,0.15000000000000002,8.4,1.1904761904761905,-0.5009205422359827
GBM,entl,0.2,8.4,1.1904761904761905,-0.4658138805973368
GBM,entl,0.25,8.4,1.1904761904761905,-0.4316217969554517
GBM,entl,0.30000000000000004,8.4,1.1904761904761905,-0.4005229329649373
GBM,entl,0.35000000000000003,8.4,1.1904761904761905,-0.36673766683257486
GBM,entl,0.4,8.4,1.1904761904761905,-0.3365670497186909
GBM,entl,0.45,8.4,1.1904761904761905,-0.3057598257931872
GBM,entl,0.5,8.4,1.1904761904761905,-0.2745679174526021
GBM,entl,0.55,8.4,1.1904761904761905,-0.24667994796265832
GBM,entl,0.6000000000000001,8.4,1.1904761904761905,-0.21734565580501494
GBM,entl,0.65,8.4,1.1904761904761905,-0.18982876645096214
GBM,entl,0.7000000000000001,8.4,1.1904761904761905,-0.1604923910693867
GBM,entl,0.75,8.4,1.1904761904761905,-0.13402039327519816
GBM,entl,0.8,8.4,1.1904761904761905,-0.10969008033122447
GBM,entl,0.8500000000000001,8.4,1.1904761904761905,-0.0797876241835452
GBM,entl,0.9,8.4,1.1904761904761905,-0.053879868219958466
GBM,entl,0.9500000000000001,8.4,1.1904761904761905,-0.02613404698915641
GBM,entl,1.0,8.4,1.1904761904761905,0.0
GBM,entl,0.0,8.8,1.1363636363636362,-0.5666089604160368
GBM,entl,0.05,8.8,1.1363636363636362,-0.5345591944789452
GBM,entl,0.1,8.8,1.1363636363636362,-0.5007273939308963
GBM,entl,0.15000000000000002,8.8,1.1363636363636362,-0.4698303586425694
GBM,entl,0.2,8.8,1.1363636363636362,-0.4366703005638221
GBM,entl,0.25,8.8,1.1363636363636362,-0.404419325338388
GBM,entl,0.30000000000000004,8.8,1.1363636363636362,-0.37502656547833474
GBM,entl,0.35000000000000003,8.8,1.1363636363636362,-0.3434413689979417
GBM,entl,0.4,8.8,1.1363636363636362,-0.31465653429748064
GBM,entl,0.45,8.8,1.1363636363636362,-0.28543670656953857
GBM,entl,0.5,8.8,1.1363636363636362,-0.25632268944721764
GBM,entl,0.55,8.8,1.1363636363636362,-0.2299945455178228
GBM,entl,0.6000000000000001,8.8,1.1363636363636362,-0.20225440353491855
GBM,entl,0.65,8.8,1.1363636363636362,-0.1766966944159509
GBM,entl,0.7000000000000001,8.8,1.1363636363636362,-0.1495706377700243
GBM,entl,0.75,8.8,1.1363636363636362,-0.1247296162940364
GBM,entl,0.8,8.8,1.1363636363636362,-0.1018985371085912
GBM,entl,0.8500000000000001,8.8,1.1363636363636362,-0.0743701710613092
GBM,entl,0.9,8.8,1.1363636363636362,-0.04936946162477214
GBM,entl,0.9500000000000001,8.8,1.1363636363636362,-0.02417824254592417
GBM,entl,1.0,8.8,1.1363636363636362,0.0
GBM,entl,0.0,9.2,1.0869565217391306,-0.5192944118236923
GBM,entl,0.05,9.2,1.0869565217391306,-0.4892269610420718
GBM,entl,0.1,9.2,1.0869565217391306,-0.457611758520073
GBM,entl,0.15000000000000002,9.2,1.0869565217391306,-0.42878878164895584
GBM,entl,0.2,9.2,1.0869565217391306,-0.3977927216542464
GBM,entl,0.25,9.2,1.0869565217391306,-0.3678055631428139
GBM,entl,0.30000000000000004,9.2,1.0869565217391306,-0.3403184326355337
GBM,entl,0.35000000000000003,9.2,1.0869565217391306,-0.3110491731128392
GBM,entl,0.4,9.2,1.0869565217391306,-0.283798783626147
GBM,entl,0.45,9.2,1.0869565217391306,-0.25647196962746766
GBM,entl,0.5,9.2,1.0869565217391306,-0.22962129901135794
GBM,entl,0.55,9.2,1.0869565217391306,-0.20548720025177378
GBM,entl,0.6000000000000001,9.2,1.0869565217391306,-0.17991779590957604
GBM,entl,0.65,9.2,1.0869565217391306,-0.1568342569119531
GBM,entl,0.7000000000000001,9.2,1.0869565217391306,-0.1317205850963351
GBM,entl,0.75,9.2,1.0869565217391306,-0.10886892845668797
GBM,entl,0.8,9.2,1.0869565217391306,-0.08777735602924647
GBM,entl,0.8500000000000001,9.2,1.0869565217391306,-0.06432880817658074
GBM,entl,0.9,9.2,1.0869565217391306,-0.04149506051544063
GBM,entl,0.9500000000000001,9.2,1.0869565217391306,-0.02015125841289181
GBM,entl,1.0,9.2,1.0869565217391306,0.0
GBM,entl,0.0,9.6,1.0416666666666667,-0.4627268649286896
GBM,entl,0.05,9.6,1.0416666666666667,-0.4347809389361817
GBM,entl,0.1,9.6,1.0416666666666667,-0.4055102157270022
GBM,entl,0.15000000000000002,9.6,1.0416666666666667,-0.37890526423223425
GBM,entl,0.2,9.6,1.0416666666666667,-0.35026528620098124
GBM,entl,0.25,9.6,1.0416666666666667,-0.3226802736693264
GBM,entl,0.30000000000000004,9.6,1.0416666666666667,-0.29727418308539516
GBM,entl,0.35000000000000003,9.6,1.0416666666666667,-0.27026393688678063
GBM,entl,0.4,9.6,1.0416666666666667,-0.2447512192555548
GBM,entl,0.45,9.6,1.0416666666666667,-0.2194903564880041
GBM,entl,0.5,9.6,1.0416666666666667,-0.19541143078229128
GBM,entl,0.55,9.6,1.0416666666666667,-0.17394520332220306
GBM,entl,0.6000000000000001,9.6,1.0416666666666667,-0.15073616731441605
GBM,entl,0.65,9.6,1.0416666666666667,-0.13075126495097725
GBM,entl,0.7000000000000001,9.6,1.0416666666666667,-0.10896315632576796
GBM,entl,0.75,9.6,1.0416666666666667,-0.0890809796726464
GBM,entl,0.8,9.6,1.0416666666666667,-0.06973184190362523
GBM,entl,0.8500000000000001,9.6,1.0416666666666667,-0.05145722751150272
GBM,entl,0.9,9.6,1.0416666666666667,-0.032132704971259106
GBM,entl,0.9500000000000001,9.6,1.0416666666666667,-0.015863369291088673
GBM,entl,1.0,9.6,1.0416666666666667,0.0
GBM,entl,0.0,10.0,1.0,-0.39966423168996973
GBM,entl,0.05,10.0,1.0,-0.3740239423093346
GBM,entl,0.1,10.0,1.0,-0.34728585682191515
GBM,entl,0.15000000000000002,10.0,1.0,-0.3230449910244177
GBM,entl,0.2,10.0,1.0,-0.29692458709532743
GBM,entl,0.25,10.0,1.0,-0.2718684915298103
GBM,entl,0.30000000000000004,10.0,1.0,-0.248777095264003
GBM,entl,0.35000000000000003,10.0,1.0,-0.22435235327988268
GBM,entl,0.4,10.0,1.0,-0.20100443469064375
GBM,entl,0.45,10.0,1.0,-0.17796641770632227
GBM,entl,0.5,10.0,1.0,-0.1565316878374704
GBM,entl,0.55,10.0,1.0,-0.13803550266719516
GBM,entl,0.6000000000000001,10.0,1.0,-0.11803994228616603
GBM,entl,0.65,10.0,1.0,-0.10110263421836681
GBM,entl,0.7000000000000001,10.0,1.0,-0.08325901149981883
GBM,entl,0.75,10.0,1.0,-0.0672278367942908
GBM,entl,0.8,10.0,1.0,-0.04950669617883988
GBM,entl,0.8500000000000001,10.0,1.0,-0.03711698982950044
GBM,entl,0.9,10.0,1.0,-0.0233062266431157
GBM,entl,0.9500000000000001,10.0,1.0,-0.012194501160914998
GBM,entl,1.0,10.0,1.0,0.0
GBM,entl,0.0,10.4,0.9615384615384615,-0.33407990311173463
GBM,entl,0.05,10.4,0.9615384615384615,-0.31063689880081014
GBM,entl,0.1,10.4,0.9615384615384615,-0.28631920732743577
GBM,entl,0.15000000000000002,10.4,0.9615384615384615,-0.26430246753349346
GBM,entl,0.2,10.4,0.9615384615384615,-0.24058941395938518
GBM,entl,0.25,10.4,0.9615384615384615,-0.2179831435927489
GBM,entl,0.30000000000000004,10.4,0.9615384615384615,-0.19713798596646165
GBM,entl,0.35000000000000003,10.4,0.9615384615384615,-0.17524105186299685
GBM,entl,0.4,10.4,0.9615384615384615,-0.15417464634589076
GBM,entl,0.45,10.4,0.9615384615384615,-0.13395167446547976
GBM,entl,0.5,10.4,0.9615384615384615,-0.11589730555275003
GBM,entl,0.55,10.4,0.9615384615384615,-0.10075950058742043
GBM,entl,0.6000000000000001,10.4,0.9615384615384615,-0.08483393344301193
