model,risk_type,t_idx,mu,sigma,MR,MR0,DeltaMR
GBM,ele,0.8,0.056249999999999994,0.1375,-0.06890770365834964,-0.00023632858598121587,-0.06867137507236842
GBM,ele,0.8,0.056249999999999994,0.17500000000000002,-0.052844080518523295,-0.00023632858598121587,-0.05260775193254208
GBM,ele,0.8,0.056249999999999994,0.21250000000000002,-0.011833539378716118,-0.00023632858598121587,-0.011597210792734902
GBM,ele,0.8,0.056249999999999994,0.25,-0.027934725941204497,-0.00023632858598121587,-0.02769839735522328
GBM,ele,0.8,0.056249999999999994,0.28750000000000003,-0.03075842125371131,-0.00023632858598121587,-0.030522092667730094
GBM,ele,0.8,0.056249999999999994,0.32500000000000007,0.002848925667344515,-0.00023632858598121587,0.003085254253325731
GBM,ele,0.8,0.056249999999999994,0.36250000000000004,0.008389304083409765,-0.00023632858598121587,0.008625632669390981
GBM,ele,0.8,0.056249999999999994,0.4,0.04869689887760331,-0.00023632858598121587,0.04893322746358453
GBM,ele,0.8,0.0625,0.1,-0.09015758671335072,-0.00023632858598121587,-0.08992125812736951
GBM,ele,0.8,0.0625,0.1375,-0.10106176102127606,-0.00023632858598121587,-0.10082543243529485
GBM,ele,0.8,0.0625,0.17500000000000002,-0.09667832923650033,-0.00023632858598121587,-0.09644200065051911
GBM,ele,0.8,0.0625,0.21250000000000002,-0.060760490794298794,-0.00023632858598121587,-0.06052416220831758
GBM,ele,0.8,0.0625,0.25,-0.07475523327938893,-0.00023632858598121587,-0.07451890469340772
GBM,ele,0.8,0.0625,0.28750000000000003,-0.02816715026202976,-0.00023632858598121587,-0.027930821676048545
GBM,ele,0.8,0.0625,0.32500000000000007,-0.08227880831403445,-0.00023632858598121587,-0.08204247972805323
GBM,ele,0.8,0.0625,0.36250000000000004,0.05449552369235877,-0.00023632858598121587,0.05473185227833999
GBM,ele,0.8,0.0625,0.4,0.045901297857976475,-0.00023632858598121587,0.04613762644395769
GBM,ele,0.8,0.06875,0.1,-0.08195933915956599,-0.00023632858598121587,-0.08172301057358478
GBM,ele,0.8,0.06875,0.1375,-0.1213680825445761,-0.00023632858598121587,-0.12113175395859488
GBM,ele,0.8,0.06875,0.17500000000000002,-0.10970628666711268,-0.00023632858598121587,-0.10946995808113147
GBM,ele,0.8,0.06875,0.21250000000000002,-0.06857675352227532,-0.00023632858598121587,-0.06834042493629411
GBM,ele,0.8,0.06875,0.25,-0.029485074391960353,-0.00023632858598121587,-0.029248745805979137
GBM,ele,0.8,0.06875,0.28750000000000003,0.0060316766621557605,-0.00023632858598121587,0.006268005248136976
GBM,ele,0.8,0.06875,0.32500000000000007,-0.04643208763803797,-0.00023632858598121587,-0.04619575905205675
GBM,ele,0.8,0.06875,0.36250000000000004,0.010276505702197403,-0.00023632858598121587,0.010512834288178619
GBM,ele,0.8,0.06875,0.4,-0.014538702513770874,-0.00023632858598121587,-0.014302373927789658
GBM,ele,0.8,0.075,0.1,-0.13119681010077944,-0.00023632858598121587,-0.13096048151479822
GBM,ele,0.8,0.075,0.1375,-0.10814783005892359,-0.00023632858598121587,-0.10791150147294237
GBM,ele,0.8,0.075,0.17500000000000002,-0.05437827778903015,-0.00023632858598121587,-0.054141949203048934
GBM,ele,0.8,0.075,0.21250000000000002,-0.11166516197295273,-0.00023632858598121587,-0.11142883338697152
GBM,ele,0.8,0.075,0.25,-0.13215822430919388,-0.00023632858598121587,-0.13192189572321267
GBM,ele,0.8,0.075,0.28750000000000003,-0.051746257205114055,-0.00023632858598121587,-0.05150992861913284
GBM,ele,0.8,0.075,0.32500000000000007,-0.08129266810009539,-0.00023632858598121587,-0.08105633951411417
GBM,ele,0.8,0.075,0.36250000000000004,-0.015809955269498466,-0.00023632858598121587,-0.01557362668351725
GBM,ele,0.8,0.075,0.4,-0.01620297902847756,-0.00023632858598121587,-0.015966650442496344
