model,risk_type,t_idx,kappa,theta,MR,MR0,DeltaMR
Heston,ele,0.2,2.5,0.25,0.1784512031747436,-0.11728778702763853,0.29573899020238215
Heston,ele,0.2,2.5,0.275,-0.048878622613344413,-0.11728778702763853,0.06840916441429412
Heston,ele,0.2,2.5,0.3,82.75249864078773,-0.11728778702763853,82.86978642781537
Heston,ele,0.2,2.875,0.1,-0.16985573565284973,-0.11728778702763853,-0.05256794862521119
Heston,ele,0.2,2.875,0.125,0.057591365325758925,-0.11728778702763853,0.17487915235339746
Heston,ele,0.2,2.875,0.15,-0.09862791236753876,-0.11728778702763853,0.018659874660099773
Heston,ele,0.2,2.875,0.175,-0.05286224194928424,-0.11728778702763853,0.0644255450783543
Heston,ele,0.2,2.875,0.2,0.025155951648631936,-0.11728778702763853,0.14244373867627047
Heston,ele,0.2,2.875,0.22499999999999998,0.040996327972855795,-0.11728778702763853,0.15828411500049433
Heston,ele,0.2,2.875,0.25,0.6287075501613599,-0.11728778702763853,0.7459953371889985
Heston,ele,0.2,2.875,0.275,0.03947537484260466,-0.11728778702763853,0.1567631618702432
Heston,ele,0.2,2.875,0.3,0.2480704064091448,-0.11728778702763853,0.36535819343678333
Heston,ele,0.2,3.25,0.1,-0.041696286054411,-0.11728778702763853,0.07559150097322753
Heston,ele,0.2,3.25,0.125,0.018692869002642665,-0.11728778702763853,0.1359806560302812
Heston,ele,0.2,3.25,0.15,-0.08397423006788907,-0.11728778702763853,0.03331355695974947
Heston,ele,0.2,3.25,0.175,0.040081377017183284,-0.11728778702763853,0.15736916404482182
Heston,ele,0.2,3.25,0.2,-0.006047664441902856,-0.11728778702763853,0.11124012258573568
Heston,ele,0.2,3.25,0.22499999999999998,1.101229536689699,-0.11728778702763853,1.2185173237173375
Heston,ele,0.2,3.25,0.25,0.1709725099432884,-0.11728778702763853,0.2882602969709269
Heston,ele,0.2,3.25,0.275,0.14326747442265364,-0.11728778702763853,0.2605552614502922
Heston,ele,0.2,3.25,0.3,-0.06067241481721841,-0.11728778702763853,0.05661537221042012
Heston,ele,0.2,3.625,0.1,-0.024281629076678413,-0.11728778702763853,0.09300615795096012
Heston,ele,0.2,3.625,0.125,-0.05741197341331783,-0.11728778702763853,0.059875813614320705
Heston,ele,0.2,3.625,0.15,0.6853490293447408,-0.11728778702763853,0.8026368163723794
Heston,ele,0.2,3.625,0.175,4.834112107100578,-0.11728778702763853,4.951399894128217
Heston,ele,0.2,3.625,0.2,0.8382414847311637,-0.11728778702763853,0.9555292717588022
Heston,ele,0.2,3.625,0.22499999999999998,0.027021010689344704,-0.11728778702763853,0.14430879771698324
Heston,ele,0.2,3.625,0.25,0.20062109925107552,-0.11728778702763853,0.31790888627871405
Heston,ele,0.2,3.625,0.275,0.5775151960135116,-0.11728778702763853,0.6948029830411502
Heston,ele,0.2,3.625,0.3,0.09941899200472792,-0.11728778702763853,0.21670677903236646
Heston,ele,0.2,4.0,0.1,-0.07712721797742039,-0.11728778702763853,0.04016056905021814
Heston,ele,0.2,4.0,0.125,0.10497045721714637,-0.11728778702763853,0.2222582442447849
Heston,ele,0.2,4.0,0.15,-0.24695311166274203,-0.11728778702763853,-0.1296653246351035
Heston,ele,0.2,4.0,0.175,10.374292409209453,-0.11728778702763853,10.491580196237091
Heston,ele,0.2,4.0,0.2,8.662028733796408,-0.11728778702763853,8.779316520824047
Heston,ele,0.2,4.0,0.22499999999999998,-0.0742367786599818,-0.11728778702763853,0.04305100836765674
Heston,ele,0.2,4.0,0.25,0.3193187558839914,-0.11728778702763853,0.4366065429116299
Heston,ele,0.2,4.0,0.275,0.11594960649665165,-0.11728778702763853,0.23323739352429018
Heston,ele,0.2,4.0,0.3,0.35778235875432807,-0.11728778702763853,0.4750701457819666
