model,risk_type,t_idx,param_name,param_value,MR,MR0,DeltaMR
GBM,entw,0.8,k,1.1,0.029255258130737705,0.005394900982902184,0.02386035714783552
GBM,entw,0.8,k,1.2357142857142858,0.022198682390823565,0.005394900982902184,0.01680378140792138
GBM,entw,0.8,k,1.3714285714285714,0.017003927410586872,0.005394900982902184,0.011609026427684688
GBM,entw,0.8,k,1.5071428571428571,0.013128026934154269,0.005394900982902184,0.0077331259512520845
GBM,entw,0.8,k,1.6428571428571428,0.01020385457628481,0.005394900982902184,0.0048089535933826255
GBM,entw,0.8,k,1.7785714285714285,0.007977053097781406,0.005394900982902184,0.0025821521148792215
GBM,entw,0.8,k,1.9142857142857144,0.006267799336619806,0.005394900982902184,0.0008728983537176216
GBM,entw,0.8,k,2.05,0.004946798390824458,0.005394900982902184,-0.00044810259207772596
GBM,entw,0.8,k,2.185714285714286,0.003919750372869624,0.005394900982902184,-0.0014751506100325606
GBM,entw,0.8,k,2.321428571428571,0.0031170372698954285,0.005394900982902184,-0.002277863713006756
GBM,entw,0.8,k,2.4571428571428573,0.0024867222155324775,0.005394900982902184,-0.002908178767369707
GBM,entw,0.8,k,2.5928571428571425,0.0019897054346000864,0.005394900982902184,-0.003405195548302098
GBM,entw,0.8,k,2.7285714285714286,0.0015963163512608958,0.005394900982902184,-0.0037985846316412886
GBM,entw,0.8,k,2.8642857142857143,0.0012838811335791345,0.005394900982902184,-0.00411101984932305
GBM,entw,0.8,k,3.0,0.0010349643493707816,0.005394900982902184,-0.004359936633531403
