model,risk_type,t_idx,param_name,param_value,MR,MR0,DeltaMR
Jump,ele,0.8,a,0.5,0.002758319299801526,0.010732723311112524,-0.007974404011310998
Jump,ele,0.8,a,0.6071428571428571,0.003998628859423592,0.010732723311112524,-0.006734094451688932
Jump,ele,0.8,a,0.7142857142857143,0.005485979691320919,0.010732723311112524,-0.005246743619791605
Jump,ele,0.8,a,0.8214285714285714,0.007229631118269575,0.010732723311112524,-0.0035030921928429493
Jump,ele,0.8,a,0.9285714285714286,0.00923956068272358,0.010732723311112524,-0.0014931626283889443
Jump,ele,0.8,a,1.0357142857142856,0.011526523583482717,0.010732723311112524,0.0007938002723701931
Jump,ele,0.8,a,1.1428571428571428,0.014102117571440864,0.010732723311112524,0.00336939426032834
Jump,ele,0.8,a,1.25,0.01697885368744534,0.010732723311112524,0.006246130376332815
Jump,ele,0.8,a,1.3571428571428572,0.02017023325537992,0.010732723311112524,0.009437509944267397
Jump,ele,0.8,a,1.4642857142857142,0.02369083157745777,0.010732723311112524,0.012958108266345247
Jump,ele,0.8,a,1.5714285714285714,0.027556388816470934,0.010732723311112524,0.01682366550535841
Jump,ele,0.8,a,1.6785714285714286,0.031783908591541454,0.010732723311112524,0.02105118528042893
Jump,ele,0.8,a,1.7857142857142856,0.03639176485991902,0.010732723311112524,0.025659041548806494
Jump,ele,0.8,a,1.8928571428571428,0.04139981770772372,0.010732723311112524,0.030667094396611194
Jump,ele,0.8,a,2.0,0.046829538727432896,0.010732723311112524,0.03609681541632037
