model,risk_type,t_idx,kappa,theta,MR,MR0,DeltaMR
Heston,entl,0.8,2.875,0.125,0.034279331853301724,-0.03552865676245173,0.06980798861575346
Heston,entl,0.8,2.875,0.15,-0.03754304212539924,-0.03552865676245173,-0.002014385362947506
Heston,entl,0.8,2.875,0.175,0.11944204073919616,-0.03552865676245173,0.15497069750164788
Heston,entl,0.8,2.875,0.2,0.10823630399759662,-0.03552865676245173,0.14376496076004835
Heston,entl,0.8,2.875,0.22499999999999998,0.10698500663981102,-0.03552865676245173,0.14251366340226274
Heston,entl,0.8,2.875,0.25,0.023595389602979824,-0.03552865676245173,0.05912404636543156
Heston,entl,0.8,2.875,0.275,0.17557606246018978,-0.03552865676245173,0.2111047192226415
Heston,entl,0.8,2.875,0.3,0.16452703886479603,-0.03552865676245173,0.20005569562724776
Heston,entl,0.8,3.25,0.1,-0.007799886508056907,-0.03552865676245173,0.027728770254394824
Heston,entl,0.8,3.25,0.125,0.0978072986985937,-0.03552865676245173,0.13333595546104543
Heston,entl,0.8,3.25,0.15,-0.06385292287907404,-0.03552865676245173,-0.02832426611662231
Heston,entl,0.8,3.25,0.175,0.05552876617437866,-0.03552865676245173,0.09105742293683039
Heston,entl,0.8,3.25,0.2,0.11488935014410301,-0.03552865676245173,0.15041800690655474
Heston,entl,0.8,3.25,0.22499999999999998,0.2404934533823585,-0.03552865676245173,0.27602211014481026
Heston,entl,0.8,3.25,0.25,0.049536197761876975,-0.03552865676245173,0.08506485452432871
Heston,entl,0.8,3.25,0.275,0.0781363355830473,-0.03552865676245173,0.11366499234549904
Heston,entl,0.8,3.25,0.3,0.23173534975931692,-0.03552865676245173,0.2672640065217686
Heston,entl,0.8,3.625,0.1,-0.04337038585171008,-0.03552865676245173,-0.00784172908925835
Heston,entl,0.8,3.625,0.125,-0.02532198053283932,-0.03552865676245173,0.010206676229612414
Heston,entl,0.8,3.625,0.15,0.09565609836420286,-0.03552865676245173,0.1311847551266546
Heston,entl,0.8,3.625,0.175,0.08343029237451727,-0.03552865676245173,0.118958949136969
Heston,entl,0.8,3.625,0.2,0.05776155385642267,-0.03552865676245173,0.09329021061887441
Heston,entl,0.8,3.625,0.22499999999999998,0.15427691033995153,-0.03552865676245173,0.18980556710240326
Heston,entl,0.8,3.625,0.25,0.0010657318268541334,-0.03552865676245173,0.036594388589305867
Heston,entl,0.8,3.625,0.275,0.2769549078282379,-0.03552865676245173,0.3124835645906896
Heston,entl,0.8,3.625,0.3,0.06435097161783834,-0.03552865676245173,0.09987962838029008
Heston,entl,0.8,4.0,0.1,0.023744119205451875,-0.03552865676245173,0.059272775967903604
Heston,entl,0.8,4.0,0.125,0.005636223009455496,-0.03552865676245173,0.04116487977190723
Heston,entl,0.8,4.0,0.15,0.02199469661842168,-0.03552865676245173,0.057523353380873415
Heston,entl,0.8,4.0,0.175,0.16071813655157774,-0.03552865676245173,0.19624679331402947
Heston,entl,0.8,4.0,0.2,0.1798836268461666,-0.03552865676245173,0.21541228360861833
Heston,entl,0.8,4.0,0.22499999999999998,0.05339265293278235,-0.03552865676245173,0.08892130969523408
Heston,entl,0.8,4.0,0.25,0.11349545018604677,-0.03552865676245173,0.1490241069484985
Heston,entl,0.8,4.0,0.275,0.13122864332796016,-0.03552865676245173,0.1667573000904119
Heston,entl,0.8,4.0,0.3,0.1654196753005415,-0.03552865676245173,0.20094833206299323
