model,risk_type,t_idx,param_name,param_value,MR,MR0,DeltaMR
Jump,entw,0.2,gamma,0.1,7.074123481048347,62.34113928007406,-55.267015799025714
Jump,entw,0.2,gamma,0.2357142857142857,39.943692034664494,62.34113928007406,-22.397447245409566
Jump,entw,0.2,gamma,0.37142857142857144,50.65109199238196,62.34113928007406,-11.690047287692103
Jump,entw,0.2,gamma,0.5071428571428571,55.6279686569573,62.34113928007406,-6.71317062311676
Jump,entw,0.2,gamma,0.6428571428571428,58.503497458417485,62.34113928007406,-3.8376418216565753
Jump,entw,0.2,gamma,0.7785714285714285,60.37654832917087,62.34113928007406,-1.9645909509031867
Jump,entw,0.2,gamma,0.9142857142857143,61.693537222669484,62.34113928007406,-0.6476020574045762
Jump,entw,0.2,gamma,1.05,62.670080007644636,62.34113928007406,0.3289407275705756
Jump,entw,0.2,gamma,1.1857142857142857,63.42307685389055,62.34113928007406,1.0819375738164894
Jump,entw,0.2,gamma,1.3214285714285714,64.0214040776643,62.34113928007406,1.6802647975902403
Jump,entw,0.2,gamma,1.457142857142857,64.50827819112727,62.34113928007406,2.1671389110532147
Jump,entw,0.2,gamma,1.5928571428571427,64.91218720902256,62.34113928007406,2.571047928948502
Jump,entw,0.2,gamma,1.7285714285714286,65.25267249683513,62.34113928007406,2.9115332167610717
Jump,entw,0.2,gamma,1.8642857142857143,65.54358521400832,62.34113928007406,3.202445933934257
Jump,entw,0.2,gamma,2.0,65.79501691956513,62.34113928007406,3.4538776394910684
