model,risk_type,t_idx,param_name,param_value,MR,MR0,DeltaMR
Heston,entw,0.8,k,1.1,0.07027573962963318,0.020105215910008134,0.05017052371962505
Heston,entw,0.8,k,1.2357142857142858,0.056845777013501575,0.020105215910008134,0.03674056110349344
Heston,entw,0.8,k,1.3714285714285714,0.04645512807050456,0.020105215910008134,0.026349912160496425
Heston,entw,0.8,k,1.5071428571428571,0.03809667000052852,0.020105215910008134,0.017991454090520387
Heston,entw,0.8,k,1.6428571428571428,0.03184593505580069,0.020105215910008134,0.011740719145792555
Heston,entw,0.8,k,1.7785714285714285,0.02666291742011362,0.020105215910008134,0.006557701510105485
Heston,entw,0.8,k,1.9142857142857144,0.02233888036442111,0.020105215910008134,0.002233664454412976
Heston,entw,0.8,k,2.05,0.018926381892983457,0.020105215910008134,-0.001178834017024677
Heston,entw,0.8,k,2.185714285714286,0.016115211021430875,0.020105215910008134,-0.003990004888577259
Heston,entw,0.8,k,2.321428571428571,0.013787292672076124,0.020105215910008134,-0.0063179232379320105
Heston,entw,0.8,k,2.4571428571428573,0.011848568010232485,0.020105215910008134,-0.008256647899775649
Heston,entw,0.8,k,2.5928571428571425,0.01022174594798253,0.020105215910008134,-0.009883469962025604
Heston,entw,0.8,k,2.7285714285714286,0.008852356911191794,0.020105215910008134,-0.01125285899881634
Heston,entw,0.8,k,2.8642857142857143,0.007693191096953544,0.020105215910008134,-0.01241202481305459
Heston,entw,0.8,k,3.0,0.006707949699042537,0.020105215910008134,-0.013397266210965597
