model,risk_type,t_idx,param_name,param_value,MR,MR0,DeltaMR
GBM,ente,0.8,gamma,0.1,-0.04751946143944419,-0.04020528269738555,-0.007314178742058641
GBM,ente,0.8,gamma,0.2357142857142857,-0.0464486655045695,-0.04020528269738555,-0.00624338280718395
GBM,ente,0.8,gamma,0.37142857142857144,-0.045366495332838874,-0.04020528269738555,-0.005161212635453327
GBM,ente,0.8,gamma,0.5071428571428571,-0.044272918361790925,-0.04020528269738555,-0.004067635664405378
GBM,ente,0.8,gamma,0.6428571428571428,-0.04316791064532255,-0.04020528269738555,-0.002962627947937002
GBM,ente,0.8,gamma,0.7785714285714285,-0.04205145647508979,-0.04020528269738555,-0.0018461737777042408
GBM,ente,0.8,gamma,0.9142857142857143,-0.04092354802072706,-0.04020528269738555,-0.0007182653233415159
GBM,ente,0.8,gamma,1.05,-0.039784184991149774,-0.04020528269738555,0.00042109770623577347
GBM,ente,0.8,gamma,1.1857142857142857,-0.038633374318615465,-0.04020528269738555,0.0015719083787700816
GBM,ente,0.8,gamma,1.3214285714285714,-0.03747112986679213,-0.04020528269738555,0.002734152830593417
GBM,ente,0.8,gamma,1.457142857142857,-0.036297472163817734,-0.04020528269738555,0.003907810533567813
GBM,ente,0.8,gamma,1.5928571428571427,-0.03511242816132676,-0.04020528269738555,0.0050928545360587885
GBM,ente,0.8,gamma,1.7285714285714286,-0.033916031020559734,-0.04020528269738555,0.006289251676825813
GBM,ente,0.8,gamma,1.8642857142857143,-0.03270831992698742,-0.04020528269738555,0.00749696277039813
GBM,ente,0.8,gamma,2.0,-0.0314893399352163,-0.04020528269738555,0.008715942762169249
