model,risk_type,t_idx,param_name,param_value,MR,MR0,DeltaMR
Heston,entw,0.8,gamma,0.1,0.018890317266457735,0.020105215910008134,-0.0012148986435503994
Heston,entw,0.8,gamma,0.2357142857142857,0.019046689526228122,0.020105215910008134,-0.0010585263837800118
Heston,entw,0.8,gamma,0.37142857142857144,0.019201742830573076,0.020105215910008134,-0.0009034730794350576
Heston,entw,0.8,gamma,0.5071428571428571,0.019375693299022778,0.020105215910008134,-0.0007295226109853559
Heston,entw,0.8,gamma,0.6428571428571428,0.01956547890563054,0.020105215910008134,-0.000539737004377594
Heston,entw,0.8,gamma,0.7785714285714285,0.019763416229954256,0.020105215910008134,-0.00034179968005387806
Heston,entw,0.8,gamma,0.9142857142857143,0.019971212078019773,0.020105215910008134,-0.00013400383198836074
Heston,entw,0.8,gamma,1.05,0.020185876432373906,0.020105215910008134,8.066052236577193e-05
Heston,entw,0.8,gamma,1.1857142857142857,0.020409335713375,0.020105215910008134,0.0003041198033668646
Heston,entw,0.8,gamma,1.3214285714285714,0.020637984373333418,0.020105215910008134,0.0005327684633252838
Heston,entw,0.8,gamma,1.457142857142857,0.020874775158285286,0.020105215910008134,0.0007695592482771518
Heston,entw,0.8,gamma,1.5928571428571427,0.021117914992690112,0.020105215910008134,0.0010126990826819782
Heston,entw,0.8,gamma,1.7285714285714286,0.02136676167290641,0.020105215910008134,0.0012615457628982751
Heston,entw,0.8,gamma,1.8642857142857143,0.021626384012111144,0.020105215910008134,0.00152116810210301
Heston,entw,0.8,gamma,2.0,0.02189097253341421,0.020105215910008134,0.0017857566234060762
