model,risk_type,t_idx,param_name,param_value,MR,MR0,DeltaMR
Jump,elw,0.8,k,1.1,0.04574703787213519,0.013810196280857223,0.031936841591277965
Jump,elw,0.8,k,1.2357142857142858,0.036850533014298525,0.013810196280857223,0.023040336733441302
Jump,elw,0.8,k,1.3714285714285714,0.03012937401023197,0.013810196280857223,0.016319177729374745
Jump,elw,0.8,k,1.5071428571428571,0.024945336109853944,0.013810196280857223,0.01113513982899672
Jump,elw,0.8,k,1.6428571428571428,0.020897871951264024,0.013810196280857223,0.007087675670406801
Jump,elw,0.8,k,1.7785714285714285,0.01770293164411263,0.013810196280857223,0.0038927353632554063
Jump,elw,0.8,k,1.9142857142857144,0.015155362481077406,0.013810196280857223,0.0013451662002201825
Jump,elw,0.8,k,2.05,0.013031832651922315,0.013810196280857223,-0.0007783636289349083
Jump,elw,0.8,k,2.185714285714286,0.011314156055875157,0.013810196280857223,-0.0024960402249820657
Jump,elw,0.8,k,2.321428571428571,0.00991391512107942,0.013810196280857223,-0.0038962811597778035
Jump,elw,0.8,k,2.4571428571428573,0.0087561151935438,0.013810196280857223,-0.005054081087313422
Jump,elw,0.8,k,2.5928571428571425,0.007794734941078074,0.013810196280857223,-0.006015461339779149
Jump,elw,0.8,k,2.7285714285714286,0.006982911819401139,0.013810196280857223,-0.006827284461456085
Jump,elw,0.8,k,2.8642857142857143,0.006301956035441814,0.013810196280857223,-0.00750824024541541
Jump,elw,0.8,k,3.0,0.005721729363297623,0.013810196280857223,-0.0080884669175596
