model,risk_type,t_idx,mu,sigma,MR,MR0,DeltaMR
GBM,entw,0.8,0.0625,0.17500000000000002,0.002510182117870574,0.005756302045727857,-0.0032461199278572828
GBM,entw,0.8,0.0625,0.21250000000000002,0.005597750431890924,0.005756302045727857,-0.0001585516138369325
GBM,entw,0.8,0.0625,0.25,0.00884279011867628,0.005756302045727857,0.0030864880729484234
GBM,entw,0.8,0.0625,0.28750000000000003,0.019800693929859614,0.005756302045727857,0.014044391884131757
GBM,entw,0.8,0.0625,0.32500000000000007,0.023290732941915415,0.005756302045727857,0.01753443089618756
GBM,entw,0.8,0.0625,0.36250000000000004,0.042038272826019574,0.005756302045727857,0.03628197078029172
GBM,entw,0.8,0.0625,0.4,0.0663595047977188,0.005756302045727857,0.06060320275199094
GBM,entw,0.8,0.06875,0.1,0.0004311312964202507,0.005756302045727857,-0.005325170749307606
GBM,entw,0.8,0.06875,0.1375,0.0012126974195343365,0.005756302045727857,-0.00454360462619352
GBM,entw,0.8,0.06875,0.17500000000000002,0.002261546279678006,0.005756302045727857,-0.0034947557660498507
GBM,entw,0.8,0.06875,0.21250000000000002,0.004700567813117118,0.005756302045727857,-0.0010557342326107388
GBM,entw,0.8,0.06875,0.25,0.007452128344737297,0.005756302045727857,0.0016958262990094397
GBM,entw,0.8,0.06875,0.28750000000000003,0.012483347440090053,0.005756302045727857,0.006727045394362197
GBM,entw,0.8,0.06875,0.32500000000000007,0.020713369496768275,0.005756302045727857,0.014957067451040418
GBM,entw,0.8,0.06875,0.36250000000000004,0.03499044397340301,0.005756302045727857,0.02923414192767515
GBM,entw,0.8,0.06875,0.4,0.06562518221609004,0.005756302045727857,0.05986888017036218
GBM,entw,0.8,0.075,0.1,0.0003300311035729919,0.005756302045727857,-0.005426270942154865
GBM,entw,0.8,0.075,0.1375,0.0009656170239347173,0.005756302045727857,-0.00479068502179314
GBM,entw,0.8,0.075,0.17500000000000002,0.0017553374221401796,0.005756302045727857,-0.004000964623587677
GBM,entw,0.8,0.075,0.21250000000000002,0.005765311257058592,0.005756302045727857,9.009211330734956e-06
GBM,entw,0.8,0.075,0.25,0.009338102490747513,0.005756302045727857,0.003581800445019656
GBM,entw,0.8,0.075,0.28750000000000003,0.014059348405837557,0.005756302045727857,0.0083030463601097
GBM,entw,0.8,0.075,0.32500000000000007,0.025349901580866696,0.005756302045727857,0.01959359953513884
GBM,entw,0.8,0.075,0.36250000000000004,0.038940090274621086,0.005756302045727857,0.03318378822889323
GBM,entw,0.8,0.075,0.4,0.07546541196587686,0.005756302045727857,0.069709109920149
