model,risk_type,t_idx,mu,sigma,MR,MR0,DeltaMR
GBM,elw,0.2,0.056249999999999994,0.17500000000000002,0.0033457150966211824,0.0011341599814771453,0.002211555115144037
GBM,elw,0.2,0.056249999999999994,0.21250000000000002,0.006800993508394804,0.0011341599814771453,0.005666833526917658
GBM,elw,0.2,0.056249999999999994,0.25,0.00372104783366356,0.0011341599814771453,0.0025868878521864147
GBM,elw,0.2,0.056249999999999994,0.28750000000000003,0.012681018065366922,0.0011341599814771453,0.011546858083889777
GBM,elw,0.2,0.056249999999999994,0.32500000000000007,0.050705531381607605,0.0011341599814771453,0.04957137140013046
GBM,elw,0.2,0.056249999999999994,0.36250000000000004,0.05757551327166577,0.0011341599814771453,0.05644135329018862
GBM,elw,0.2,0.056249999999999994,0.4,0.05925388309239232,0.0011341599814771453,0.05811972311091518
GBM,elw,0.2,0.0625,0.1,6.719781950015324e-05,0.0011341599814771453,-0.001066962161976992
GBM,elw,0.2,0.0625,0.1375,0.00017287153243494835,0.0011341599814771453,-0.0009612884490421969
GBM,elw,0.2,0.0625,0.17500000000000002,0.0004906745170945026,0.0011341599814771453,-0.0006434854643826426
GBM,elw,0.2,0.0625,0.21250000000000002,0.00550066507786684,0.0011341599814771453,0.0043665050963896945
GBM,elw,0.2,0.0625,0.25,0.003971382208975749,0.0011341599814771453,0.0028372222274986036
GBM,elw,0.2,0.0625,0.28750000000000003,0.0049584420888659775,0.0011341599814771453,0.0038242821073888322
GBM,elw,0.2,0.0625,0.32500000000000007,0.02442372517433178,0.0011341599814771453,0.023289565192854633
GBM,elw,0.2,0.0625,0.36250000000000004,0.07738729041246706,0.0011341599814771453,0.07625313043098991
GBM,elw,0.2,0.0625,0.4,0.027466085412596764,0.0011341599814771453,0.026331925431119618
GBM,elw,0.2,0.06875,0.1,0.00011508011116134753,0.0011341599814771453,-0.0010190798703157977
GBM,elw,0.2,0.06875,0.1375,4.1920955430541085e-05,0.0011341599814771453,-0.0010922390260466042
