model,risk_type,t_idx,param_name,param_value,MR,MR0,DeltaMR
Heston,ente,0.2,a,0.5,-0.06406734767014133,0.017431188572080147,-0.08149853624222148
Heston,ente,0.2,a,0.6071428571428571,-0.05713626186095899,0.017431188572080147,-0.07456745043303914
Heston,ente,0.2,a,0.7142857142857143,-0.044662834094117865,0.017431188572080147,-0.06209402266619801
Heston,ente,0.2,a,0.8214285714285714,-0.0265935438357342,0.017431188572080147,-0.04402473240781435
Heston,ente,0.2,a,0.9285714285714286,-0.002445437344873569,0.017431188572080147,-0.019876625916953716
Heston,ente,0.2,a,1.0357142857142856,0.028624536031105485,0.017431188572080147,0.011193347459025338
Heston,ente,0.2,a,1.1428571428571428,0.06786756771284219,0.017431188572080147,0.050436379140762044
Heston,ente,0.2,a,1.25,0.11708853229476524,0.017431188572080147,0.09965734372268509
Heston,ente,0.2,a,1.3571428571428572,0.17888511530703965,0.017431188572080147,0.1614539267349595
Heston,ente,0.2,a,1.4642857142857142,0.25702003916629623,0.017431188572080147,0.23958885059421609
Heston,ente,0.2,a,1.5714285714285714,0.35698729403237484,0.017431188572080147,0.3395561054602947
Heston,ente,0.2,a,1.6785714285714286,0.48683632579043246,0.017431188572080147,0.4694051372183523
Heston,ente,0.2,a,1.7857142857142856,0.6730958586773668,0.017431188572080147,0.6556646701052866
Heston,ente,0.2,a,1.8928571428571428,0.9079754599075405,0.017431188572080147,0.8905442713354603
Heston,ente,0.2,a,2.0,1.224612290876951,0.017431188572080147,1.2071811023048709
